%													
#for correction of metFormula (and metCharges) to balance equation	"#Note: no changes are made to R groups in model.metFormulas, since R groups can represent any CnHn and modification may cause other reactions to have unbalanced R groups"												
#model.mets	model.metFormulas	new_metFormulas	model.metCharges	new_metCharges	refMNXMID	rxn/related rxn(s)	refMNXRID	elementdiff	Notes	MNXNotes	KEGGNotes	ChEBINotes	otherDatabaseNotes
s_0710[m]	C42H44FeN8O8S2R4	C42H45FeN8O8S2R4	0	[]	MNXM746	r_0001	MNXR138960	H2	s_0710[m]: changed metFormula C42H44FeN8O8S2R4 to C42H45FeN8O8S2R4 to balance equation	"| ferricytochrome c is reduced to form ferrocytochrome c, thus 2 H added to metFormula for ferrocytochrome"	[]	[]	[]
s_0793[ce]	r_3106	1	-1	O-1H-2	"for model.mets: s_0793[ce], model.rxns: r_3106, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3107	1	-1	O-1H-2	"for model.mets: s_0793[ce], model.rxns: r_3107, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3108	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_3108, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3109	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_3109, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3110	1	-1	O-1H-2	"for model.mets: s_0793[ce], model.rxns: r_3110, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3111	1	-1	O-1H-2	"for model.mets: s_0793[ce], model.rxns: r_3111, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3112	0	2	H3	"for model.mets: s_0793[ce], model.rxns: r_3112, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3113	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3113, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3114	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3114, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3115	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3115, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3116	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3116, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3117	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3117, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3118	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3118, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3119	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3119, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3120	0	2	H3	"for model.mets: s_0794[c], model.rxns: r_3120, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3121	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3121, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3122	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3122, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3123	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3123, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3124	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3124, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3125	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3125, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3126	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3126, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3127	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3127, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3128	0	2	H3	"for model.mets: s_2783[erm], model.rxns: r_3128, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3129	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3129, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3130	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3130, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3131	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3131, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3132	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3132, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3133	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3133, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3134	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3134, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3135	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3135, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3136	0	2	H3	"for model.mets: s_3146[gm], model.rxns: r_3136, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3137	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3137, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3138	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3138, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3139	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3139, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3140	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3140, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3141	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3141, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3142	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3142, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3143	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3143, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3144	0	2	H3	"for model.mets: s_0793[ce], model.rxns: r_3144, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3145	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3145, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3146	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3146, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3147	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3147, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3148	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3148, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3149	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3149, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3150	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3150, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3151	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3151, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3152	0	2	H3	"for model.mets: s_0794[c], model.rxns: r_3152, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3153	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3153, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3154	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3154, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3155	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3155, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3156	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3156, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3157	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3157, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3158	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3158, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3159	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3159, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3160	0	2	H3	"for model.mets: s_2783[erm], model.rxns: r_3160, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3161	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3161, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3162	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3162, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3163	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3163, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3164	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3164, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3165	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3165, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3166	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3166, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3167	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3167, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3168	0	2	H3	"for model.mets: s_3146[gm], model.rxns: r_3168, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3169	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3169, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3170	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3170, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3171	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3171, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3172	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3172, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3173	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3173, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3174	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3174, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3175	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3175, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3176	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3176, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3177	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3177, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3178	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3178, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3179	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3179, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3180	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3180, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3181	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3181, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3182	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3182, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3183	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3183, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3184	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3184, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3185	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3185, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3186	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3186, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3187	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3187, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3188	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3188, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3189	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3189, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3190	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3190, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3191	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3191, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3192	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3192, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3193	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3193, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3194	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3194, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3195	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3195, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3196	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3196, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3197	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3197, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3198	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3198, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0793[ce]	r_3199	0	2	H2	"for model.mets: s_0793[ce], model.rxns: r_3199, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3200	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3200, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3201	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3201, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3202	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3202, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3203	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3203, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3204	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3204, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3205	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3205, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3206	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3206, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3207	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3207, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3208	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3208, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3209	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3209, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3210	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3210, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3211	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3211, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3212	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3212, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3213	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3213, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3214	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3214, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_2783[erm]	r_3215	0	2	H2	"for model.mets: s_2783[erm], model.rxns: r_3215, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3216	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3216, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3217	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3217, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3218	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3218, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3219	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3219, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3220	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3220, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3221	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3221, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3222	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3222, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3223	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3223, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3224	1	2	H3	"for model.mets: s_3164[vm], model.rxns: r_3224, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3225	1	2	H1	"for model.mets: s_3164[vm], model.rxns: r_3225, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3226	1	2	H1	"for model.mets: s_3164[vm], model.rxns: r_3226, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3227	1	2	H1	"for model.mets: s_3164[vm], model.rxns: r_3227, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3228	1	2	H3	"for model.mets: s_3164[vm], model.rxns: r_3228, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3229	1	2	H1	"for model.mets: s_3164[vm], model.rxns: r_3229, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3230	1	2	H1	"for model.mets: s_3164[vm], model.rxns: r_3230, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3164[vm]	r_3231	1	2	H1	"for model.mets: s_3164[vm], model.rxns: r_3231, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3232	1	2	H3	"for model.mets: s_3146[gm], model.rxns: r_3232, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3233	1	2	H1	"for model.mets: s_3146[gm], model.rxns: r_3233, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3234	1	2	H1	"for model.mets: s_3146[gm], model.rxns: r_3234, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3235	1	2	H1	"for model.mets: s_3146[gm], model.rxns: r_3235, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3236	1	2	H3	"for model.mets: s_3146[gm], model.rxns: r_3236, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3237	1	2	H1	"for model.mets: s_3146[gm], model.rxns: r_3237, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3238	1	2	H1	"for model.mets: s_3146[gm], model.rxns: r_3238, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3146[gm]	r_3239	1	2	H1	"for model.mets: s_3146[gm], model.rxns: r_3239, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0794[c]	r_3240	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3240, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3241	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3241, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3242	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3242, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_3243	0	2	H2	"for model.mets: s_0794[c], model.rxns: r_3243, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3244	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3244, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3245	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3245, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3246	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3246, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3164[vm]	r_3247	0	2	H2	"for model.mets: s_3164[vm], model.rxns: r_3247, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3248	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3248, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3249	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3249, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3250	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3250, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3251	0	2	H2	"for model.mets: s_3146[gm], model.rxns: r_3251, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3146[gm]	r_3332	0	-1	H-3	"for model.mets: s_3146[gm], model.rxns: r_3332, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3333	0	-1	H-1	"for model.mets: s_3146[gm], model.rxns: r_3333, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3334	0	-1	H-1	"for model.mets: s_3146[gm], model.rxns: r_3334, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3335	0	-1	H-1	"for model.mets: s_3146[gm], model.rxns: r_3335, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3336	0	-1	H-3	"for model.mets: s_3146[gm], model.rxns: r_3336, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3337	0	-1	H-1	"for model.mets: s_3146[gm], model.rxns: r_3337, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3338	0	-1	H-1	"for model.mets: s_3146[gm], model.rxns: r_3338, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3146[gm]	r_3339	0	-1	H-1	"for model.mets: s_3146[gm], model.rxns: r_3339, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3340	0	-1	H-3	"for model.mets: s_3164[vm], model.rxns: r_3340, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3341	0	-1	H-1	"for model.mets: s_3164[vm], model.rxns: r_3341, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3342	0	-1	H-1	"for model.mets: s_3164[vm], model.rxns: r_3342, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3343	0	-1	H-1	"for model.mets: s_3164[vm], model.rxns: r_3343, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3344	0	-1	H-3	"for model.mets: s_3164[vm], model.rxns: r_3344, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3345	0	-1	H-1	"for model.mets: s_3164[vm], model.rxns: r_3345, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3346	0	-1	H-1	"for model.mets: s_3164[vm], model.rxns: r_3346, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_3164[vm]	r_3347	0	-1	H-1	"for model.mets: s_3164[vm], model.rxns: r_3347, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_0805[e]	r_4042	0	-1	O-1H-2	"for model.mets: s_0805[e], model.rxns: r_4042, change model.S coefficient from 0 to -1 to balance equation"	| Hydrolase reaction							
s_0799[m]	r_4155	2	1	[]	"for model.mets: s_0799[m], model.rxns: r_4155, change model.S coefficient from 2 to 1 to balance equation"	| Reference to MetaCycID 6.3.5.7-RXN							
s_0794[c]	r_4186	0	1	N1H1R2	"for model.mets: s_0794[c], model.rxns: r_4186, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_0794[c]	r_4202	0	1	N1H1R2	"for model.mets: s_0794[c], model.rxns: r_4202, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_0794[c]	r_4218	0	1	[]	"for model.mets: s_0794[c], model.rxns: r_4218, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_0795[er]	r_4250	0	-1	H-1R1	"for model.mets: s_0795[er], model.rxns: r_4250, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_0799[m]	r_4251	1	-1	H-2	"for model.mets: s_0799[m], model.rxns: r_4251, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0795[er]	r_4253	1	-1	H-1R1	"for model.mets: s_0795[er], model.rxns: r_4253, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0801[p]	r_4279	-1	1	H4	"for model.mets: s_0801[p], model.rxns: r_4279, change model.S coefficient from -1 to 1 to balance equation"	[]							
s_0794[c]	r_4297	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4297, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0794[c]	r_4299	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4299, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0794[c]	r_4301	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4301, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_1198[c]	r_4303	0	-1	H1	"for model.mets: s_1198[c], model.rxns: r_4303, change model.S coefficient from 0 to -1 to balance equation"	| Reference to UniProt Q04458							
s_1203[c]	r_4303	0	1	H1	"for model.mets: s_1203[c], model.rxns: r_4303, change model.S coefficient from 0 to 1 to balance equation"	| Reference to UniProt Q04458							
s_1198[c]	r_4304	0	-1	H1	"for model.mets: s_1198[c], model.rxns: r_4304, change model.S coefficient from 0 to -1 to balance equation"	| Reference to UniProt Q04458							
s_1203[c]	r_4304	0	1	H1	"for model.mets: s_1203[c], model.rxns: r_4304, change model.S coefficient from 0 to 1 to balance equation"	| Reference to UniProt Q04458							
s_0794[c]	r_4305	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4305, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0794[c]	r_4306	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4306, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0794[c]	r_4307	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4307, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0795[er]	r_4313	1	0	H-1	"for model.mets: s_0795[er], model.rxns: r_4313, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_0795[er]	r_4320	1	-1	H-2R1	"for model.mets: s_0795[er], model.rxns: r_4320, change model.S coefficient from 1 to -1 to balance equation"	[]							
