#rxnMetaCycID	deltaG
RXN-8845	1.2287521
RXN-14752	-4.3600006
RXN-20509	[]
2.4.1.37-RXN	-95.8136
RXN-12299	-0.25650024
RXN-20022	-4.639435
PHOSPHOLIPASE-A2-RXN	-13.03833
RXN-17701	-5.8329926
RXN-9360	-16.385986
LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN	-316.1101
RXN-15202	-66.098755
3.2.1.111-RXN	99.598175
RXN-12781	2.55365
RXN-8882	-4.8623962
RXN-18144	0.
RXN-20534	[]
RXN-15675	-81.78476
RXN-12330	-34.56
3.4.24.22-RXN	-12.679367
POLYVINYL-ALCOHOL-OXIDASE-RXN	-14.715511
RXN-20982	[]
RXN-9389	-0.37820435
RXN-18573	-12.50177
RXN-15231	[]
RXN-10078	-92.624664
RXN-12814	-7.0729675
ACETYLSALICYLATE-DEACETYLASE-RXN	-4.2871246
RXN-9909	0.9918213
RXN-9887	14.47876
RXN-18172	-70.18775
RXN-5443	[]
RXN-15717	-16.76178
RXN-13291	10.963501
3.4.24.45-RXN	-12.679367
RXN-10907	-23.962988
RXN-21018	[]
RXN0-6938	-4.63945
RXN-18608	325.06592
RXN-16173	-95.68182
RXN-10103	15.581764
RXN-13801	6.897644
ADDALT-RXN	3.7170029
RXN-19023	-3.764122
RXN-5721	-49.517
RXN-16689	956.5713
RXN-13317	-362.86273
CHONDROITIN-GLUCURONATE-5-EPIMERASE-RXN	0.
RXN-10935	-2.4659424
1.17.99.1-RXN	-7.236534
RXN0-6998	-34.74228
RXN-7796	-75.47052
RXN-16203	30.052258
RXN-19491	-4.9500046
RXN-13830	8.351746
RXN-11353	[]
RXN66-305	-83.32886
GAMMA-GLUTAMYLHISTAMINE-SYNTHASE-RXN	-6.51178
RXN-19051	23.47583
RXN66-181	-81.784775
RXN-16734	-103.56473
RXN-8392	-52.83528
COLCYD-RXN	0.9918213
RXN-14239	6.897583
1.2.3.14-RXN	-42.087128
RXN-11789	6.897476
RXN-7830	8.351746
TEICHOICSYN5-RXN	[]
RXN-19526	1.4269981
RXN-172	-110.49521
RXN-11381	0.5399933
RXN-14704	5.9687653
GKI-RXN	-14.3341675
2.4.1.199-RXN	62.861572
1.1.1.117-RXN	-14.949340
RXN-19974	-5.4609833
RXN-8422	-4.299988
RXN-17650	-12.71167
RXN-14266	3.0230103
LCARNCOALIG-RXN	-10.839233
RXN-11814	-66.187
3.1.31.1-RXN	[]
THIOL-SULFOTRANSFERASE-RXN	-2.27
RXN-8826	-72.65412
RXN-17238	-45.35251
RXN-20455	[]
RXN-14730	-7.5622864
RXN-12274	[]
2.4.1.23-RXN	6.897583
PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN	-77.090546
RXN-20002	-29.63234
RXN-9340	[]
RXN-17684	19.503008
RXN-15148	7.195875
LINBBSPON-RXN	-2.5682383
RXN-12760	-69.979996
3.1.6.18-RXN	-61.638275
RXN-18125	-6.7400208
RXN-8853	2.1270752
RXN-15656	-41.18219
RXN-20517	[]
3.4.23.43-RXN	[]
RXN-12309	[]
RXN-20958	[]
PINOSYLVIN-SYNTHASE-RXN	-16.518066
RXN-18556	20.375793
RXN-9368	-0.25650024
RXN-10051	-9.947108
RXN-15215	130.41156
ACETONE-CYANHYDRIN-LYASE-RXN	22.620003
RXN-12790	-1.5499878
RXN-9870	-97.51236
RXN-18156	202.30945
RXN-5282	-90.460526
RXN-15697	-66.098816
RXN-13273	-314.86182
3.4.24.3-RXN	-11.821243
RXN-10891	-99.51877
RXN-20994	[]
RXN0-6575	-28.839008
RXN-18589	1.852356
RXN-16156	12.623535
RXN-10087	12.454124
RXN-13783	-77.67761
ACONITATEDEHYDR-RXN	3.3529968
RXN-19005	-75.271484
RXN-9895	-92.48
RXN-16660	66.90503
RXN-5468	7.52124
CHOLESTANETRIOL-26-MONOOXYGENASE-RXN	-79.02527
RXN-13300	-0.16644287
1.14.20.1-RXN	-134.99701
RXN-10915	2.541809
RXN-7774	-2.1417694
RXN0-6973	-147.8476
RXN-19454	-49.5282
RXN-16185	-77.50476
RXN-11336	-81.784775
RXN-13810	-4.3599854
GALACTONOLACTONASE-RXN	-6.347122
RXN-19031	-78.35476
RXN66-146	-84.72476
RXN-16706	22.987991
RXN-8362	24.070007
CISTRANON-RXN	-66.71
RXN-14217	-102.58887
1.2.1.32-RXN	-11.241210
RXN-11771	-4.705902
RXN-7807	[]
TARTRATE-DECARBOXYLASE-RXN	0.25823975
RXN-19509	-23.01007
RXN-17176	-3.6099548
RXN-11364	-17.312317
RXN-14688	-26.910019
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN	-10.649292
2.4.1.171-RXN	6.897583
RXN-8404	-7.5664062
RXN-19956	-85.09947
RXN-14249	-3.3482056
RXN-17633	-40.05448
RXN-11798	6.2736206
LACCASE-RXN	[]
THI-P-KIN-RXN	-0.16168213
3.1.3.40-RXN	5.96875
RXN-17208	-4.3599854
RXN-8808	5.018799
RXN-14712	1524.1797
RXN-20432	[]
2.4.1.211-RXN	-10.330017
RXN-12256	-41.16
RXN-19983	1.2935181
PHENYLPYRUVATE-DECARBOXYLASE-RXN	-3.46588
RXN-17664	-95.388794
RXN-9309	-3.6099854
LEUCYLTRANSFERASE-RXN	6.71875
RXN-15127	20.972878
3.1.4.37-RXN	-121.06240
RXN-12744	-1.5870361
RXN-8834	-9.986480
RXN-18106	10.287018
RXN-20492	[]
RXN-15635	0.3269806
RXN-12289	-2.4329834
3.4.23.26-RXN	-12.679367
PHOSPHOENOLPYRUVATE-MUTASE-RXN	7.5523987
RXN-20934	[]
RXN-9349	-68.
RXN-18528	-24.515015
RXN-15192	-1.1069984
RXN-10034	9.713501
RXN-12769	[]
ACETALD-DEHYDROG-RXN	-7.378174
RXN-18135	[]
RXN-9852	14.435791
RXN-15665	-0.96998596
RXN-5142	-36.160004
3.4.24.14-RXN	[]
RXN-13239	[]
RXN-20970	[]
RXN-10875	8.145874
RXN-18565	-0.16651917
RXN0-6525	[]
RXN-10063	-13.525757
RXN-16140	-190.76653
ACETYLESTERASE-RXN	16.255127
RXN-13762	-84.84
RXN-9878	-86.32181
RXN-18989	[]
RXN-5402	[]
RXN-16642	-131.60803
RXN-13282	-19.860008
CHD-RXN	[]
RXN-10899	-0.46817017
RXN-7749	-6.47287
RXN0-6722	30.395966
RXN-19431	-6.3771515
RXN-16164	10.649414
RXN-11311	58.074463
RXN-13793	97.31999
FUCPALDOL-RXN	5.630005
RXN-19013	-44.29004
RXN4FS-9	7.21698
RXN-16677	[]
RXN-8343	-56.579994
CHOLINE-SULFATASE-RXN	-52.615376
RXN-14199	-109.40192
1.14.99.32-RXN	-73.37756
RXN-11752	-4.041748
RXN-7784	-4.630615
SULFATE-ADENYLYLTRANS-RXN	-20.452515
RXN-19466	-8.443726
RXN-17151	-43.315998
RXN-11344	-8.384018
RXN-14670	-117.99701
GALACTURIDYLYLTRANS-RXN	0.
2.4.1.146-RXN	-126.627075
RXN66-165	-88.646545
RXN-19928	-5.23822
RXN-8372	-73.37753
RXN-17614	-9.620003
RXN-14227	7.217041
L-IDITOL-2-DEHYDROGENASE-RXN	1.0817871
RXN-11779	-81.74298
3.1.26.2-RXN	[]
TCCOL-RXN	-89.898834
RXN-8789	13.61351
RXN-17185	-266.56104
RXN-20416	[]
RXN-14696	[]
RXN-12237	-32.722992
2.4.1.190-RXN	7.5217285
PGLYCEROLTRANSII-RXN	0.
RXN-19964	-3.6100006
RXN-9288	0.5241089
RXN-17642	-9.08647
RXN-15109	-80.835236
LACTATE-RACEMASE-RXN	0.4300003
RXN-12727	-13.899963
3.1.3.68-RXN	7.2170105
RXN-18086	-145.58755
RXN-8818	-73.514114
RXN-15615	-0.37823486
RXN-20440	[]
3.4.22.7-RXN	-12.679367
RXN-12264	-10.649414
RXN-20914	[]
PHOSGLYPHOS-RXN	-7.51001
RXN-18509	-88.90698
RXN-9318	[]
RXN-10005	-31.709991
RXN-15135	-2.7670898
6.3.2.7-RXN	-4.639282
RXN-12752	0.
RXN-9834	-12.711792
RXN-18115	-118.989334
RXN-5081	-18.487001
RXN-15648	-18.560669
RXN-13220	-99.7648
3.4.23.34-RXN	-12.679367
RXN-10848	40.48319
RXN-20945	[]
RXN0-6478	[]
RXN-18548	141.02856
RXN-16124	-69.23059
RXN-10043	-1.8571157
RXN-13732	323.32068
ACETOACETYL-COA-HYDROLASE-RXN	-10.847107
RXN-18972	-12.507019
RXN-9860	-97.51236
RXN-16600	-0.624176
RXN-5181	-6.538269
CELLOBIOSE-DEHYDROGENASE-ACCEPTOR-RXN	[]
RXN-13252	-13.897034
RXN-7710	[]
RXN-10883	0.26823425
RXN-19410	[]
RXN0-6550	42.006004
RXN-11290	9.536499
RXN-16148	-77.09053
FORMYLASPARTATE-DEFORMYLASE-RXN	2.110290500e-2
RXN-13771	-4.6782227
RXN490-3616	-66.32740
RXN-18997	6.8975067
RXN-8321	-73.37753
RXN-16652	-4.6781616
RXN-14179	-3.1130066
CHLOROBENDDH-RXN	4.121826
RXN-11734	28.193054
1.14.13.93-RXN	-81.784744
SUCCARGDIHYDRO-RXN	-9.536026
RXN-776	[]
RXN-17124	-20.64003
RXN-19443	-8.443726
RXN-14640	224.87749
RXN-11325	-81.784744
2.4.1.116-RXN	6.897644
GALACTARDEHYDRA-RXN	-8.166992
RXN-19909	-10.4600525
RXN66-11	-81.78479
RXN-17597	-86.3788
RXN-8353	[]
KYNURENINE-78-HYDROXYLASE-RXN	[]
RXN-14207	-97.22412
RXN-8772	0.77349854
RXN-11760	-3.1129913
RXN-20398	[]
SUPEROX-DISMUT-RXN	140.82825
RXN-12220	[]
RXN-17163	-94.3118
PEPCARBOXYKIN-RXN	-7.015869
RXN-14680	-85.01474
RXN-9244	-3.6100159
2.4.1.156-RXN	6.897583
RXN-15083	[]
RXN-19941	133.06157
RXN-12706	5.249939
RXN-17625	-83.594765
3.1.21.4-RXN	[]
L-PIPECOLATE-OXIDASE-RXN	-36.624107
RXN-18069	0.
3.1.27.10-RXN	-5.23822
RXN-15589	8.145813
RXN-8797	-9.283050
3.4.22.37-RXN	-12.679367
RXN-20424	[]
RXN-20893	[]
RXN-12246	-7.9071198
RXN-18492	-98.76187
PHENPRODIOLDEHYDROG-RXN	-6.358185
RIFAMYCIN-B-OXIDASE-RXN	-21.198647
RXN-9299	-11.0599785
6.1.1.23-RXN	-66.32740
RXN-15118	-95.8136
RXN-9818	-28.525997
RXN-12735	0.5399933
RXN-4883	-11.0599785
RXN-18095	6.897583
RXN-13199	-5.3371353
RXN-15625	-10.757019
RXN-10830	1.42
3.4.23.19-RXN	-12.679367
RXN0-6256	-0.62416077
RXN-20924	[]
RXN-16101	-52.83529
RXN-18518	-74.602264
RXN-13704	-120.85359
RXN-10016	-3.87
RXN-18954	-95.68182
6PGLUCONDEHYDROG-RXN	-10.406982
RXN-16576	-12.711792
RXN-9843	-90.00226
CARNOSINE-SYNTHASE-RXN	-7.1359253
RXN-5109	-3.6399841
RXN-7686	-129.28111
RXN-13231	5.456482
RXN-19392	-108.98746
RXN-10862	-7.3430176
RXN-11269	2.6569977
RXN0-6487	1.2935181
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	-95.81354
RXN-16132	-73.37753
RXN3O-4113	2.541809
RXN-13746	10.939331
RXN-8304	-77.12220
RXN-18980	-4.2999268
RXN-14162	-90.44635
RXN-16614	1.5500183
RXN-11717	-8.166992
CERAMIDASE-RXN	368.67322
STEROID-SULFOTRANSFERASE-RXN	8.1458435
RXN-774	-83.59473
RXN-17104	-6.813019
RXN-19423	0.7718353
RXN-14623	[]
RXN-113	-111.420044
2.3.1.90-RXN	0.
FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN	-0.16644287
RXN-19883	-2.6570435
RXN4FS-2	-58.70227
RXN-17580	-89.00879
RXN-8329	-73.37753
KDPGALDOL-RXN	5.22818
RXN-14188	-113.54889
RXN-8755	[]
RXN-11744	0.62
RXN-20382	[]
SUCCINYLDIAMINOPIMTRANS-RXN	7.5866700e-2
RXN-12198	-6.8129883
RXN-17140	-95.77588
PABASYN-RXN	-2.0558853
RXN-14659	-4.3599854
RXN-9228	[]
2.4.1.127-RXN	6.8976135
RXN-15067	-2.7671509
RXN-19918	[]
RXN-12688	-1.6264954
RXN-17607	1.1898746
3.1.13.1-RXN	[]
L-ARABINOSE-1-DEHYDROGENASE-RXN	-4.678192
RXN-18051	-199.92041
RXN-8781	[]
RXN-15571	-0.26111603
RXN-20406	[]
3.4.22.17-RXN	-12.679367
RXN-12229	-95.81348
RXN-9225	-4.3600082
PEPTIDYLPROLYL-ISOMERASE-RXN	0.
RXN-15064	24.418945
RXN-9280	-4.3600006
RXN-12683	-85.394806
RXN-15100	-82.25523
3.1.11.3-RXN	[]
RXN-12717	-118.989334
RXN-18048	[]
RXN-18077	-16.378113
RXN-15561	4.981125
RXN-15601	-7.729431
3.4.22.14-RXN	[]
3.4.22.45-RXN	[]
RXN-20872	[]
RXN-20902	[]
RXN-18473	-17.875885
RXN-18501	-25.141098
RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN	-0.1665039
RXN-0	-4.665924
RXN-9775	13.146362
6.3.1.12-RXN	-9.008087
RXN-4764	-3.1129951
RXN-9826	-3.1129608
RXN-13160	47.40602
RXN-5004	6.897583
RXN-10807	66.03546
RXN-13208	3.4722595
RXN0-5407	-24.419312
RXN-10839	[]
RXN-16083	-60.539993
RXN0-6371	[]
RXN-13679	-1.9830017
RXN-16114	12.623535
5.99.1.2-RXN	[]
RXN-13724	8.1935425
RXN-18934	-5.4330177
RXN-18964	[]
RXN-16551	6.6828613
RXN-16588	2.7329865
CARBONYL-REDUCTASE-NADPH-RXN	20.375793
CATECHOL-O-METHYLTRANSFERASE-RXN	-24.902267
RXN-7657	2.541809
RXN-7697	-18.07251
RXN-19372	-14.815918
RXN-19401	-119.23767
RXN-11249	-14.742264
RXN-11277	-6.8129272
RXN3DJ-25	5.9687653
FORMATE--DIHYDROFOLATE-LIGASE-RXN	-25.441772
RXN-8284	0.
RXN3O-663	-95.8136
RXN-14138	5.648773
RXN-8313	-77.12201
RXN-11694	-12.679367
RXN-14171	-0.786499
SORBOSE-5-DEHYDROGENASE-NADP+-RXN	-0.16644287
RXN-11725	[]
RXN-17083	-118.581726
STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN	-66.83423
RXN-14598	-6.2258453
RXN-17113	-15.109982
FATTY-ACID-O-METHYLTRANSFERASE-RXN	-35.519257
RXN-14631	-16.910034
2.3.1.177-RXN	-11.697998
2.4.1.100-RXN	0.
RXN-19840	0.
RXN-19900	18.143112
RXN-17560	-89.81412
RXN-17588	-91.768814
ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN	3.0230103
KETOGLUTREDUCT-RXN	2.8417969
RXN-8727	0.
RXN-8764	-16.01709
RXN-20362	[]
RXN-20390	[]
RXN-12173	339.96097
RXN-12206	-23.712246
OROTATE-REDUCTASE-NADH-RXN	-8.128174
PANTOTHENOYLCYSTEINE-DECARBOXYLASE-RXN	-2.4659076
RXN-9205	-20.640007
RXN-9236	[]
RXN-15045	-3.6100464
RXN-15075	1.4199829
RXN-12661	-97.67053
RXN-12697	-1.1135254
3.1.1.58-RXN	7.6640167
3.1.2.18-RXN	312.0276
RXN-18030	256.80362
RXN-18060	6.897766
RXN-15543	35.057373
RXN-15581	-0.86699677
3.4.21.87-RXN	-12.679367
3.4.22.3-RXN	-12.679367
RXN-2081	[]
RXN-20885	[]
RXN-18447	-12.71167
RXN-18484	2.2070312
R83-RXN	8.4652405
RIBOSE-ISOMERASE-RXN	-1.46
RXN-9754	43.826355
RXN-9802	1.2935181
RXN-4725	4.517639
RXN-4843	10.59
RXN-13141	-13.629944
RXN-13175	4.0688095
RXN-10778	-23.963005
RXN-10823	-24.000671
RXN0-5298	0.
RXN0-5455	-25.916504
RXN-16067	-424.726
RXN-16094	5.2806396
RXN-13659	0.
RXN-13694	-3.1130066
5.3.1.23-RXN	0.62
6-OXOHEXANOATE-OXIDATION-RXN	-14.977722
RXN-18917	99.598145
RXN-18945	-85.39479
RXN-16534	-4.360031
RXN-16563	-3.6099548
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	-1.3458862
CARNDETRU-RXN	2.1629639
RXN-7632	-6.72937
RXN-7674	2.942459
RXN-19346	-34.74228
RXN-19384	-3.6099854
RXN-11226	6.916992
RXN-11260	-255.10432
RXN1G01-60	[]
FESGSHTHIO-RXN	-80.29825
RXN-8264	6.897644
RXN-18942	-85.39482
RXN-14116	-13.105316
RXN-16560	7.0599365
RXN-11671	-83.674805
CARBOXYMETHYLOXYSUCCINATE-LYASE-RXN	-5.1717987
SERINE--TRNA-LIGASE-RXN	-78.750244
RXN-7668	62.237366
RXN-17067	-325.38177
RXN-19381	8.399998
RXN-14576	-15.109985
RXN-11258	-36.697388
ESTRONE-SULFOTRANSFERASE-RXN	8.1458435
FCLEPIM-RXN	0.
2.3.1.157-RXN	-6.538269
RXN3O-127	4.2805176
RXN-19822	-18.001648
RXN-8292	0.
RXN-17538	-3.8929749
RXN-14149	-10.067123
INOSINE-NUCLEOSIDASE-RXN	40.006
RXN-11704	-39.48
RXN-8711	-5.2900085
SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN	137.30919
RXN-20346	[]
RXN-17093	-0.50408936
RXN-12152	-103.56067
RXN-14610	-3.1129456
RXN-9189	39.928616
2.3.1.62-RXN	325.0658
RXN-15028	-13.25
RXN-19870	-19.416534
RXN-12639	263.34912
RXN-17569	-87.42877
3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN	-14.353577
ISOVITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN	6.897583
RXN-18008	[]
RXN-8738	[]
RXN-15526	23.467
RXN-20371	[]
OMEGA-AMIDASE-RXN	[]
RXN-12183	278.32788
3.4.21.71-RXN	-12.679367
OXALATE-OXIDASE-RXN	-38.407654
RXN-20778	[]
RXN-9213	0.
RXN-18428	[]
RXN-15054	5.64946
R562-RXN	0.32411957
RXN-12674	-27.989998
RXN-9739	2.0923462
3.1.1.75-RXN	-13.819489
RXN-4561	-93.544754
RXN-18039	1.248291
RXN-13117	7.8058853
RXN-15551	3.7130432
RXN0-5225	-43.158882
3.4.21.94-RXN	-12.679367
RXN-16049	-56.57999
RXN-20861	[]
RXN-13637	1.0817871
RXN-18458	[]
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	-4.921936
RETINOL-O-FATTY-ACYLTRANSFERASE-RXN	16.93222
RXN-18899	3.5499954
RXN-9762	16.948792
RXN-16513	9.643524
RXN-4733	4.5176086
BETA-NITROACRYLATE-REDUCTASE-RXN	12.623474
RXN-13149	6.8976135
RXN-7607	7.2170105
RXN-10789	[]
RXN-19322	7.217041
RXN0-5375	-17.95636
RXN-11207	-47.99
RXN-16075	-3.6099854
RXN1G-289	1699.606
RXN-13669	-113.78930
RXN-8236	-179.57999
5.4.4.1-RXN	-6.44
RXN-14099	-109.80585
RXN-18926	99.59827
RXN-11652	-173.84747
RXN-16543	13.06012
SAMDECARB-RXN	-3.7141113
C04718-C060066-AUTOTRANSFORMATION-RXN	-14.330002
RXN-17043	-170.78952
RXN-7647	-11.374119
RXN-14553	29.030792
RXN-19358	7.799988
ENDOPOLYPHOSPHATASE-RXN	[]
RXN-1124	7.9764404
2.3.1.130-RXN	-3.6099854
RXN1UA-51	-20.96643
RXN-19804	7.0599365
RXN-8272	-97.49054
RXN-17522	[]
RXN-14125	7.2170105
IMIDAZOLE-N-ACETYLTRANSFERASE-RXN	3.4100037
RXN-11682	-17.595276
RXN-8696	-104.27173
SHIKIMATE-KINASE-RXN	-16.064087
RXN-20330	[]
RXN-17075	-39.25708
RXN-12134	-3.6329803
RXN-14586	-3.112976
RXN-9173	[]
F16ALDOLASE-RXN	8.226501
RXN-15011	-75.27136
2.3.1.165-RXN	-22.79248
RXN-12611	6.470642
RXN-19830	-62.786644
3-HYDROXYBENZOATE-2-MONOOXYGENASE-RXN	[]
RXN-17549	-53.915253
RXN-17978	-13.1100235
ISOCHORMAT-RXN	-11.808899
RXN-15498	-24.630005
RXN-8719	-109.21399
O-CRESOL-METHYLCATECHOL-RXN	-93.14879
RXN-20354	[]
3.4.21.55-RXN	[]
RXN-12160	-24.90226
RXN-20757	[]
RXN-9197	-10.171967
RXN-18412	-9.283016
RXN-15036	-3.6100311
R5-RXN	-2.0564575
RXN-12653	-99.712234
RXN-9717	6.897583
3-PROPYLMALATE-SYNTHASE-RXN	-11.061218
RXN-4501	-85.03476
RXN-1802	0.
RXN-13100	-52.804108
RXN-15534	-4.3600016
RXN0-5189	91.28253
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	0.9482422
RXN-1603	0.
3.4.21.79-RXN	-12.679367
RXN-13615	7.6507874
RXN-20790	[]
4.99.1.3-RXN	21.584175
RXN-18438	15.700562
RXN-18882	-85.39476
R607-RXN	-73.53411
RXN-16495	1.7000427
RXN-9746	[]
RXN-10740	-1.6263428
RXN-4702	8.351685
BENZOATE-12-DIOXYGENASE-RXN	-64.18180
RXN-13126	8.397003
RXN-7587	7.6569977
RXN-10769	-3.1130066
RXN-19303	2.651764
RXN0-5285	0.
RXN-11180	-65.65002
RXN-16058	[]
RXN1G-1152	-2.44140610000e-4
RXN-13645	[]
RXN-8214	[]
5.1.3.17-RXN	0.
RXN-14078	-1.4741211
RXN-18909	99.598145
RXNQT-4397	6.8976135
RXN-16522	-12.040009
RXN-17011	-3.6099548
BIOTIN--COA-LIGASE-RXN	-20.761719
RXN-14534	9.147003
RXN-7621	-93.544754
DSERDEAM-RXN	-8.334122
RXN-19333	-76.75362
2.1.3.1-RXN	4.812378
RXN-11219	-72.63413
RXN-19785	-201.17067
RXN1G-808	0.
RXN-17506	-3.113037
RXN-8250	-0.82354736
RXN-11638	-34.74228
RXN-14108	6.897583
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	-6.6827393
RXN-11662	1.0817871
RXN-8675	7.492996
SEDOHEPTULOKINASE-RXN	-14.815857
RXN-20293	[]
RXN-17056	1.0029755
RXN-12109	4.02
RXN-14563	6.897415
RXN-9157	0.
ERYTH4PDEHYDROG-RXN	-14.353577
RXN-14994	-10.649414
2.3.1.148-RXN	0.
RXN-12590	-70.68799
RXN-19814	3.784607
2PGADEHYDRAT-RXN	-0.18701172
RXN-17530	-19.199997
RXN-17960	-6.538208
INDANOL-DEHYDROGENASE-RXN	-12.199371
RXN-15472	-85.03476
RXN-8703	-50.319992
NMNNUCLEOSID-RXN	-13.521180
RXN-20338	[]
3.4.21.36-RXN	-12.679367
RXN-12142	-3.6330032
RXN-20740	[]
RXN-9181	-25.834198
RXN-18392	-2.649994
RXN-15019	-393.0542
R363-RXN	-13.105316
RXN-12623	[]
RXN-9689	-112.430756
3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN	5.081787
RXN-4314	-0.73298645
RXN-17998	-37.263985
RXN-13081	-88.6806
RXN-15514	-35.057373
RXN0-5125	6.897217
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	[]
RXN-16011	-3.4900208
3.4.21.64-RXN	-12.679367
RXN-13594	13.41
RXN-20768	[]
4.2.99.19-RXN	11.11
RXN-18420	-9.283050
RXN-18852	-67.26996
R527-RXN	[]
RXN-16479	-101.087524
RXN-9725	-19.146118
RXN-10719	-9.824585
RXN-4513	-93.581726
ATP-DEAMINASE-RXN	43.578003
RXN-13109	-86.867676
RXN-7563	[]
RXN0-5210	6.897583
RXN-19287	-126.65290
RXN-16041	-265.2591
RXN-11163	[]
RXN-13629	6.8976746
RXN1F-20	31.985168
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	6.150635
RXN-8189	[]
RXN-18890	-30.059978
RXN-14056	0.
RXN-16504	-80.37378
RXNQT-4350	-84.8
RXN-10751	[]
RXN-16994	-56.58
BETA-ALANYL-COA-AMMONIA-LYASE-RXN	1.4835815
RXN-14518	-92.5379
RXN-7597	-12.273006
DISULFOGLUCOSAMINE-6-SULFATASE-RXN	-51.367126
RXN-19312	130.75739
2.1.1.72-RXN	-34.74228
RXN-11188	287.59137
RXN-19761	771.40955
RXN1G-1633	[]
RXN-17485	-12.293945
RXN-8223	-21.107025
RXN-11615	-261.79697
RXN-14087	-17.056965
HYDROXY-MANDELATE-RACEMASE-RXN	0.
RXN-11643	-59.672237
RXN-8648	-19.482971
S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN	11.055893
RXN-20244	[]
RXN-17035	-3.6099854
RXN-12090	-23.453003
RXN-14543	-20.640015
RXN-9139	-116.999756
DUDPKIN-RXN	94.98993
RXN-14968	0.5200043
2.3.1.106-RXN	-3.6100464
2.8.3.10-RXN	-6.4646606
RXN-19794	-115.90881
RXN-17940	-5.7929687
RXN-17514	-5.838257
RXN-15446	[]
HYGROMYCIN-B-KINASE-RXN	-11.071167
NARINGENIN-CHALCONE-SYNTHASE-RXN	11.131836
RXN-8685	47.97783
3.4.21.117-RXN	-12.679367
RXN-20301	[]
RXN-20724	[]
RXN-12124	[]
RXN-18372	-3.6100082
RXN-9165	[]
RXN-12570	1.0817871
RXN-15002	-90.5531
R307-RXN	-118.98935
RXN-12601	-115.8988
RXN-9642	-85.014755
3-DEHYDROQUINATE-DEHYDRATASE-RXN	-20.176987
RXN-4261	[]
RXN-17969	-103.110535
RXN-13059	-34.700012
RXN-15485	8.563538
RXN0-5065	-6.377136
NUCLEOSIDE-PHOSPHATE-KINASE-RXN	-0.7858887
RXN-15978	[]
3.4.21.46-RXN	[]
RXN-13560	3.7170029
RXN-20748	[]
4.2.2.5-RXN	[]
RXN-18402	-4.9841537
RXN-18835	55.249573
R424-RXN	-86.89525
RXN-16455	-93.50876
RXN-9702	2.3399963
RXN-10699	7.0599365
RXN-4322	-3.112976
ASPARAGUSATE-REDUCTASE-NADH-RXN	-1.1381836
RXN-13091	-52.804123
RXN-7441	[]
RXN0-5180	-13.
RXN-19271	-91.39289
RXN-16019	5.2805786
RXN-11142	-3.1131287
RXN-13606	-2.767105
RXN1F-148	-43.53
4.3.1.4-RXN	31.216362
RXN-8171	-1.1136475
RXN-18871	-64.02487
RXN-14031	34.570007
RXN-16487	-2.488861
RXNQT-4332	8.1458435
RXN-10731	-4.2758827
RXN-16975	6.8975983
BADH-RXN	-12.481232
RXN-14500	-2.319992
RXN-7572	-3.5417786
DIISOPROPYL-FLUOROPHOSPHATASE-RXN	-138.42125
RXN-19295	-52.823105
2.1.1.19-RXN	-27.282238
RXN-11171	-0.64941406
RXN-19743	-2.6569824
RXN1F-72	8.693512
RXN-17464	-257.12976
RXN-8202	6.8240128
RXN-11595	-30.483276
RXN-14069	-86.17889
HOMOCYSMETB12-RXN	14.132217
RXNQT-4359	8.338753
RXN-8625	[]
RXN-17003	-107.962265
RXN-20226	[]
RXN-14526	-41.18222
RXN-12067	-97.55476
DNA-LIGASE-NAD+-RXN	40.201904
RXN-9093	-80.38037
2.1.1.86-RXN	-6.41
RXN-14940	-28.43589
RXN-19770	-3.3358917
2.7.9.3-RXN	104.17346
RXN-17498	-39.25708
RXN-17921	-208.94891
RXN-11626	-95.77588
RXN-15429	-61.602966
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	-3.7129974
NADH-DEHYDROGENASE-QUINONE-RXN	1.1382141
RXN-8665	-89.69
3.4.21.1-RXN	-21.629372
RXN-20257	[]
RXN-20708	[]
RXN-12099	-121.63
RXN-18354	[]
RXN-9149	-112.80412
RXN-12544	-3.113037
RXN-14985	-1.2558823
R242-RXN	[]
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	-6.7123413
RXN-9620	[]
RXN-17951	-22.878891
