#model.rxns	grpCont_deltaG	grpCont_uncertainty	grpCont_lnRevIdx	MetaCyc_deltaG	MetaCyc_rxnDirection	MetaCyc_lnRevIdx	SEED_deltaG	SEED_uncertainty	SEED_lnRevIdx	SEED_rxnDirection	memote_revIdx	model_rxnDirection	Action	New_model.lb	Notes
r_0816	-8.984	0.8742	-12.973	-15.05	-17.0683	=	-6.69	0.71	-11.4243	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0817	-3.09	0.5417	-2.6076	-3.7141	-3.1343	>	-7.26	1.32	-6.1267	>	-10.6088	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0818	0	2	0	-1.2482	-1.0534	>	0.56	0.71	0.4726	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0819	-1	0.352	-0.8439	0.9482	0.8002	=	-1.37	1.09	-1.1561	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0820	3.01	0.9767	2.5401	0.5135	0.4333	=	-3.17	0.32	-2.6752	<	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0831	0	2	0	[]	[]	[]	0.01	5.37	0.0084	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0832	-9.684	1.9487	0.3699	[]	[]	[]	-9.68	2.26	0.3726	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0844	[]	[]	[]	-6.3772	-11.2131	>	-5.82	0.35	-10.837	>	-11.3292	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0845	[]	[]	[]	-6.3772	-11.2131	>	-5.82	0.35	-10.837	>	-11.3292	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0847	-5.757	1.2073	-10.7944	-4.3071	-9.8156	>	-5.8	1.53	-10.8234	>	-10.5918	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0848	[]	[]	[]	-6.3771	-11.2131	>	-5.82	0.35	-10.837	>	-11.3292	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0849	[]	[]	[]	-6.3771	-11.2131	>	-5.82	0.35	-10.837	>	-11.3292	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0850	[]	[]	[]	[]	[]	[]	-5.82	0.35	-10.837	>	-11.3318	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0851	0	2	0	[]	[]	[]	-3.51	1	-2.9621	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0854	-4.09	0.5959	-3.4515	-3.4659	-2.9249	>	-2.78	0.75	-2.346	>	-12.2202	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0882	[]	[]	[]	0	0	=	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0888	[]	[]	[]	0	0	=	-2.72	0.31	-4.5908	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0889	0.67	1.2272	-6.4554	-1.3842	-7.8422	>	2.54	0.77	-5.193	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0890	0	2	0	0	0	=	-0.68	0.41	-1.1477	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0891	6.22	1.0951	-2.7085	1.0319	-6.2111	=	8.09	0.14	-1.446	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0893	0	2	0	-1.32	-2.2279	=	-1	0.09	-1.6878	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0902	0	2	0	0	0	=	2.14	0.18	3.6119	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0906	-3.09	0.5417	-2.6076	-1.2177	-1.0276	>	-5.06	0.75	-4.2701	>	-10.2723	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0909	4.037	4.7726	11.4502	18.697	27.9456	>	4.04	6.28	11.4536	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0910	-8.243	0.748	-12.4728	-124.3271	-90.8434	>	-27.3	6.45	-25.3385	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0911	-1.32	0.7327	-1.1139	14.5606	12.2877	=	1.07	1.04	0.903	<	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0912	-5.44	1.5716	-4.5908	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0913	0.62	1.3015	1.0464	0.62	1.0464	>	-2.28	0.32	-3.8482	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0915	10.933	0.9241	6.1509	2.0541	1.1557	=	12.98	0.65	7.3025	>	-11.5589	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0917	-2.317	0.7356	-1.9553	9.267	7.8204	>	-2.46	0.07	-2.076	=	-7.4095	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0918	0	2	0	0.0758	0.064	=	2.65	0.09	2.2363	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0921	[]	[]	[]	2.56	-4.0272	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0922	-94.3867	1.281	-38.6082	[]	[]	[]	-95.07	0.74	-38.9377	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, matches reaction directions from MetaCyc and SEED | deltaG from all sources are highly negative | All reversibility indexes calculated from deltaG are highly negative"
r_0929	[]	[]	[]	[]	[]	[]	-21.67	1.48	-12.1915	>	-17.9184	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0935	-15.304	1.6918	-26.7305	-33.7081	-42.2618	>	-24.58	0.97	-34.5586	>	-24.8691	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0936	-23.5027	1.2779	-13.2226	-22.2048	-12.4924	>	-20.16	1.48	-11.342	>	-17.1702	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0937	[]	[]	[]	-21.5807	-12.1413	>	-20.81	1.48	-11.7077	>	-17.483	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0938	-29.067	1.6513	-26.5315	-27.8188	-25.6887	=	-20.31	2.54	-20.6194	>	-24.123	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0939	-16.12	2.0867	-17.7907	-18.7983	-19.5988	>	-3.01	2.69	-8.9399	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0940	[]	[]	[]	[]	[]	[]	1.11	1.62	0.9367	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
